Sport,Country,Home_team,Venue,Coor,Scraped_value,Scraped_value_team
Basketball,Czech Republic,ZVVZ USK Prague W,Sportovní hala Královka (Prague),"[50.10138523416256, 14.416310428744572]",Sports Hall Kralovka (Prague),USK Prague W
Basketball,Czech Republic,KP TANY Brno W,Starez Arena Vodova (Brno),"[49.227708901878074, 16.58407904765698]",SH Vodova (Brno),KP Brno W
Basketball,Czech Republic,Žabiny Brno W,Hala Rosnička (Brno),"[49.20664122441754, 16.576792448444632]",Hala Rosnicka (Brno),Zabiny Brno W
Basketball,Czech Republic,LOH 2028 Chomutov W,Městská sportovní hala (Chomutov),"[50.46254731751618, 13.41755280258251]",Mestska sportovni hala (Chomutov),None
Basketball,Czech Republic,SBŠ Ostrava W,Sportovni Hala Ostravsk Univerzity (Ostrava),"[49.83457141770442, 18.269054839162887]",Sportovni Hala Ostravske Univerzity (Ostrava),Ostrava W
Basketball,Czech Republic,Levharti Chomutov W,Městská sportovní hala (Chomutov),"[50.46254731751618, 13.41755280258251]",Mestska sportovni hala (Chomutov),Chomutov W
Basketball,Czech Republic,DSK Basketball Brandýs W,Sportovní hala Josefa Kaluhy v Brandýse nad Labem (Brandýs nad Labem-Stará Boleslav),"[50.18501905117467, 14.663967796704476]",Hala ZŠ Palacha (Brandys nad Labem-Stara Boleslav),Brandys nad Labem W
Basketball,Czech Republic,Slovanka W,Sportovní aréna Rokytka (Prague),"[50.10191520347891, 14.53420167587197]",SA Rokytka (Prague),None
Basketball,Czech Republic,Sokol Hradec Králové W,Hala Sokol Hradec Kralove (Hradec Kralove),"[50.213285368587506, 15.828997215535749]",Hala Sokol Hradec Kralove (Hradec Kralove),Hradec Kralove W
Basketball,Czech Republic,Trutnov W,Hala 3. ZS Komenskeho (Trutnov),"[50.55931814952027, 15.899928873218723]",Hala 3. ZS Komenskeho (Trutnov),None
Basketball,Denmark,Team FOG Naestved,Arena Næstved (Naestved),"[55.223201199002204, 11.764680992142576]",Arena Naestved (Naestved),None
Basketball,Denmark,Bears Academy,Sparekassen Danmark Basketball Center (Aarhus),"[56.19323927442762, 10.208438998784292]",Vejlby-Risskov Hallen (Aarhus),None
Basketball,Denmark,Horsens IC,Forum Horsens (Horsens),"[55.87192943127363, 9.856076079006739]",Forum Horsens (Horsens),Horsens
Basketball,Denmark,Holbæk-Stenhus,Holbæk Sportsby (Holbæk),"[55.69754275424798, 11.68660718717585]",Holbaek Sportsby (Holbaek),Holbaek-Stenhus
Basketball,Denmark,Bakken Bears,Sparekassen Danmark Basketball Center (Aarhus),"[56.19323927442762, 10.208438998784292]",Vejlby-Risskov Hallen (Aarhus),None
Basketball,Denmark,BMS Herlev,Nordic Basketball Arena Skovlunde (Skovlunde),"[55.721553570069595, 12.41213645505847]",Herlevhallen (Herlev),Herlev Wolfpack
Basketball,Denmark,Randers Cimbria,Arena Randers (Randers),"[56.4644563, 10.01415891257118]",Arena Randers (Randers),Randers
Basketball,Denmark,Svendborg Rabbits,Rise Sparekasse Arena (Svendborg),"[55.057100161054244, 10.576670457048028]",Rise Sparekasse Arena (Svendborg),Svendborg
Basketball,Denmark,BK Amager,Amagerhallen (Kastrup),"[55.62385419719258, 12.615176786341292]",Amager Hallen (Copenhagen),Amager
Basketball,Denmark,Vaerlose Blue Hawks,Søndersøhallen (Vaerlose),"[55.7838447, 12.351507174521128]",Sondersohallen (Vaerlose),Vaerlose
Basketball,Denmark,BC Copenhagen,Valbyhallen / Nørrebrohallen (Copenhagen),"[55.649085951462695, 12.516592883612624] / [55.6998222, 12.543414589043142]",Nørrebrohallen (Copenhagen),Copenhagen
Basketball,Denmark,Amager W,Amagerhallen (Kastrup),"[55.62385419719258, 12.615176786341292]",Amager Hallen (Copenhagen),Amager W
Basketball,Denmark,BMS Herlev W,Nordic Basketball Arena Skovlunde / UCC Hallen (Skovlunde),"[55.721553570069595, 12.41213645505847] / [55.71601965974188, 12.40199290963992]",Rosenlund Ny Hal (Copenhagen),BMS Herlev W
Basketball,Denmark,Sisu W,Gentoftehallen (Gentofte),"[55.757709106990845, 12.526001178961174]",Gentoftehallen (Gentofte),Sisu W
Basketball,Denmark,Falcon W,Bülowsvejhallen (Frederiksberg),"[55.6826429, 12.5451247]",Bülowshallen (Frederiksberg),Falcon W
Basketball,Denmark,Aabyhoj W,Aaby Hallen (Aarhus),"[56.15109984570925, 10.164452640332922]",Aaby Hallen (Aarhus),Aabyhoj W
Basketball,Finland,Helsinki Seagulls,Töölö Sports Hall (Helsinki),"[60.18380235532021, 24.925824407989282]",Toolo Sports Hall (Helsinki),None
Basketball,Finland,Tapiola Honka,Tapiolan Liikuntahalli (Espoo),"[60.1788429976396, 24.785345002965286]",Tapiolan Liikuntahalli (Espoo),Honka
Basketball,Finland,BC Nokia,AGCO Power Areena (Nokia),"[61.4875163669259, 23.513896031075035]",AGCO Power Areena (Nokia),None
Basketball,Finland,Bisons Loimaa,Loimaan liikuntahalli (Loimaa),"[60.84645168527638, 23.046686524116776]",Loimaan liikuntahalli (Loimaa),None
Basketball,Finland,Kobrat,Lapuan Urheilutalo (Lapua),"[62.966873608290165, 23.011128569148664]",Lapuan Urheilutalo (Lapua),None
Basketball,Finland,KTP-Basket,Steveco Areena (Kotka),"[60.485716383044334, 26.857131056425285]",Steveco-Areena (Kotka),KTP Kotka Basket
Basketball,Finland,Korihait,Uusikaupunki Areena (Uusikaupunki),"[60.8058696, 21.4061412]",Uusikaupunki Areena (Uusikaupunki),UU-Korihait Uusikaupunki
Basketball,Finland,Kataja Basker,Motonet Areena (Joensuu),"[62.60048986149232, 29.73875149654157]",Motonet Areena (Joensuu),Kataja
Basketball,Finland,Kauhajoki,IKH Areena (Kauhajoki),"[62.42453915745155, 22.19640756030566]",IKH Areena (Kauhajoki),Karhu Basket
Basketball,Finland,Tampereen Pyrintö,Pyynikin Palloiluhalli (Tampere),"[61.49776339556246, 23.733722892350734]",Pyynikin Palloiluhalli (Tampere),Pyrinto Tampere
Basketball,Finland,Kouvot,MLL Areena (Kouvola),"[60.87695369132436, 26.72857927800252]",MLL Areena (Kouvola),Kouvot Kouvola
Basketball,Finland,Salon Vilpas,Salohalli (Salo),"[60.379278799999994, 23.141893086123652]",Salohalli (Salo),None
Basketball,Finland,Torpan Pojat,Töölö Sports Hall (Helsinki),"[60.18380235532021, 24.925824407989282]",Munkkiniemen Yhteiskoulu (Helsinki),ToPo Helsinki
Basketball,Finland,Raholan Pyrkivä,Tesoma sports hall (Tampere),"[61.50898054393941, 23.627650140039304]",Tesoma sports hall (Tampere),Raholan Pyrkiva
Basketball,Finland,Lahti Basketball,Lahden Suurhalli (Lahti),"[60.9852334505057, 25.636166292350534]",Lahti Energia Areena (Lahti),None
Basketball,Finland,Raiders Basket,Järvenpään liikuntahalli (Järvenpää),"[60.4818908526274, 25.090391827035816]",Järvenpään liikuntahalli (Järvenpää),None
Basketball,Finland,HBA-Märsky,Urhea-halli (Helsinki),"[60.199322699999996, 24.948861932252292]",Mäkelänrinteen Uintikeskus (Helsinki),HBA-Marsky Helsinki
Basketball,Finland,Äänekosken Huima,Äänekoski Areena Pankkari (Äänekoski),"[62.60354835, 25.696345706399548]",Äänekoski Areena Pankkari (Äänekoski),Huima
Basketball,Finland,Pyrintö Akatemia A,Pyynikin Palloiluhalli (Tampere),"[61.49776339556246, 23.733722892350734]",Pyynikin Palloiluhalli (Tampere),Pyrinto Tampere 2
Basketball,Finland,Helsingin NMKY,Namika Areena,"[60.24211525167287, 24.927469397637342]",Helsingin Urheilutalo (Helsinki),None
Basketball,Finland,Kipinä Basket,Äänekosken liikuntatalo (Äänekoski),"[62.60801503883672, 25.723065921230404]",Aanekosken liikuntatalo (Äänekoski),Kipina
Basketball,Finland,Jyväskylä Basketball Academy,Jyväskylän Monitoimitalos (Jyväskylä),"[62.23565852747065, 25.719027411246117]","Gradia,Viitaniemen ammattioppilaitos (Jyväskylä)",Jyvaskyla
Basketball,Finland,Lappeenrannan NMKY,Lappeenrannan Urheilutalo (Lappeenranta),"[61.0586075863376, 28.20417072204567]",Lappeenranta Sports Hall (Lappeenranta),Lappeenranta
Basketball,Finland,Oulun NMKY,Ouluhalli (Oulu),"[65.00827685762225, 25.50124765576579]",Oulun Urheilutalo (Oulu),Oulu
Basketball,Finland,Tampereen Pyrintö W,Pyynikin Palloiluhalli (Tampere),"[61.49776339556246, 23.733722892350734]",Pyynikin Palloiluhalli (Tampere),Pyrinto W
Basketball,Finland,HBA-Märsky W,Urhea-halli (Helsinki),"[60.199322699999996, 24.948861932252292]",Urhea-halli (Helsinki),HBA-Marsky Helsinki W
Basketball,Finland,BC Nokia W,AGCO Power Areena (Nokia),"[61.4875163669259, 23.513896031075035]",AGCO Power Areena (Nokia),None
Basketball,Finland,Torpan Pojat W,Töölö Sports Hall (Helsinki),"[60.18380235532021, 24.925824407989282]",Toolo Sports Hall (Helsinki),Torpan Pojat Helsinki W
Basketball,Finland,Forssan Alku W,Feeniks (Forssa),"[60.8043696738468, 23.6301247363453]",Feeniks (Forssa),None
Basketball,Finland,Kouvottaret W,MLL Areena (Kouvola),"[60.87695369132436, 26.72857927800252]",MLL Areena (Kouvola),None
Basketball,Finland,Tapiolan Honka W,Tapiolan Liikuntahalli (Espoo),"[60.1788429976396, 24.785345002965286]",Tapiolan Liikuntahalli (Espoo),None
Basketball,Finland,Vimpelin Veto W,Vimpelin liikuntahalli (Vimpeli),"[63.1611337, 23.80910553616136]",Vimpelin liikuntahalli (Vimpeli),None
Basketball,Finland,Peli-Karhut W,Steveco Areena (Kotka),"[60.485716383044334, 26.857131056425285]",Steveco-Areena (Kotka),PeKa W
Basketball,Finland,Espoo Basket Team W,Espoonlahden urheiluhalli (Espoo),"[60.14663860420487, 24.665641663117814]",Espoonlahden urheiluhalli (Espoo),Espoo Team W
Basketball,Finland,Hyvinkään Ponteva W,Martinhalli (Hyvinkaä),"[60.62123642567557, 24.891032455329004]",Martinhalli (Hyvinkaa),HyPo W
Basketball,Finland,Espoo Basket Team II W,Espoonlahden urheiluhalli (Espoo),"[60.14663860420487, 24.665641663117814]",Espoonlahden urheiluhalli (Espoo),Espoo Team II W
Basketball,Finland,Feeniks Basket W,Urheilutalo Feeniks (Forssa),"[60.804386503661895, 23.630002707653116]",Feeniks (Forssa),None
Basketball,Finland,Catz Lappeenranta W,Lappeenranta Sports Hall (Lappeenranta),"[61.0586075863376, 28.20417072204567]",Lappeenranta Sports Hall (Lappeenranta),Lappeenranta W
Basketball,Finland,Turun NMKY W,Nunnavuoren palloiluhalli (Turku),"[60.489713800000004, 22.263970226806347]",Nunnavuoren palloiluhalli (Turku),None
Basketball,Finland,Team Lemkem W,Lahden Suurhalli Areena (Lahti),"[60.9852334505057, 25.636166292350534]",Lahti Energia Areena (Lahti),Lahti Basketball W
Basketball,Finland,Pyrintö Akatemia W,Pyynikin Palloiluhalli (Tampere),"[61.49776339556246, 23.733722892350734]",Pyynikin Palloiluhalli (Tampere),Pyrinto II W
Basketball,Finland,Oulun NMKY W,Ouluhalli (Oulu),"[65.00752365, 25.501516621432568]",Ouluhalli (Oulu),None
Basketball,Finland,Tapiolan Honka II W,Tapiolan Liikuntahalli (Espoo),"[60.1788429976396, 24.785345002965286]",Tapiolan Liikuntahalli (Espoo),None
Basketball,Finland,Puhuttaret W,Vantaan Energia Areena (Vantaa),"[60.25991445, 24.83859130979235]",Energia Areena (Vantaa),None
Basketball,Finland,Leppävaaran Pyrintö W,Leppävaaran liikuntahalli (Espoo),"[60.22593277603345, 24.807560934749414]",Leppavaara Sports hall (Espoo),LePy W
Basketball,Finland,Torpan Pojat II W,Pirkkolahalli (Helsinki),"[60.23215422949111, 24.909778069207473]",Toolon Kisahalli (Helsinki),Torpan Pojat Helsinki II W
Basketball,Finland,Pantterit W,Herttoniemenrannan liikuntahalli (Helsinki),"[60.190691681629566, 25.03216965527131]",Herttoniemenranta sports hall (Helsinki),None
Basketball,Finland,Jyväskylä Basketball Academy W,Gradia Viitaniemen ammattioppilaitos D-sali (Jyväskylä),"[62.24750973055584, 25.727504665471635]","Gradia,Viitaniemen ammattioppilaitos (Jyväskylä)",Jyvaskyla BA W
Basketball,Finland,Peli-Karhut II W,Steveco Areena (Kotka),"[60.485716383044334, 26.857131056425285]",Steveco-Areena (Kotka),PeKa II W
Basketball,France,Cholet,La Meilleraie (Cholet),"[47.057829923144965, -0.896790906086903]",La Meilleraie (Cholet),None
Basketball,France,Dijon,Palais des Sports Jean-Michel Geoffroy (Dijon),"[47.3322991, 5.0560478]",Palais des Sports Jean-Michel Geoffroy (Dijon),None
Basketball,France,Nanterre,Palais des Sports Maurice Thorez (Nanterre),"[48.8921326, 2.2122870278731295]",Palais des Sports Maurice Thorez (Nanterre),None
Basketball,France,Saint-Quentin,Palais des Sports Pierre Ratte (Saint Quentin),"[49.848710499999996, 3.294276179941865]",Palais des Sports Pierre Ratte (Saint Quentin),Saint Quentin
Basketball,France,Le Mans,Antares (Le Mans),"[47.956156500000006, 0.22622395183115834]",Antares (Le Mans),None
Basketball,France,Limoges,Palais des Sports de Beaublanc (Limoges),"[45.847518199999996, 1.243392198627046]",Palais des Sports de Beaublanc (Limoges),None
Basketball,France,Chalon/Saône,Le Colisee (Chartres),"[48.44768225, 1.478287376016684]",Le Colisee (Chartres),Chalon/Saone
Basketball,France,Lyon-Villeurbanne,Astroballe (Villeurbanne) / occasionally at LDLC Arena (Décines-Charpieu),"[45.76951755, 4.979945621786063] / [45.769389925785525, 4.979852517461854]",LDLC Arena (Lyon),None
Basketball,France,Nancy,Palais des Sports Jean-Weille (Nancy),"[48.69926065, 6.139178536038338]",Palais des Sports Jean-Weille (Nancy),None
Basketball,France,Paris,Adidas Arena (Paris),"[48.89965922884942, 2.360634131681906]",Adidas Arena (Paris),None
Basketball,France,Strasbourg,Rhénus Sport (Strasbourg),"[48.59961606506762, 7.765313268962918]",Rhénus Sport (Strasbourg),None
Basketball,France,Le Portel,Le Chaudron (Le Portel),"[50.71715965, 1.5844744869500107]",Le Chaudron (Le Portel),None
Basketball,France,Gravelines-Dunkerque,Stade des Flandres (Dunkerque),"[51.03556002501126, 2.391932610852435]",Stade des Flandres (Dunkerque),None
Basketball,France,Bourg-en-Bresse,Ekinox (Bourg-en-Bresse),"[46.1864829, 5.247713041098993]",Ekinox (Bourg-en-Bresse),JL Bourg
Basketball,France,La Rochelle,Salle Gaston Neveur (La Rochelle),"[46.167151953084925, -1.1537693176442574]",Salle Gaston Neveur (La Rochelle),None
Basketball,France,Monaco,Salle Gaston Médecin (Monaco),"[43.727655274522746, 7.415597776795859]",Salle Gaston Medecin (Monaco),None
Basketball,France,Aix-Maurienne,Halle de Marlioz (Aix-les-Bains),"[45.66612803700635, 5.912536811171317]",Halle de Marlioz (Aix-les-Bains),Aix Maurienne
Basketball,France,Nantes,La Trocardière (Nantes),"[47.17992591296505, -1.571975793284331]",Salle métropolitaine de la Trocardière (Nantes),None
Basketball,France,Roanne,Halle André Vacheresse (Roanne),"[46.03118525, 4.0515478966606135]",Halle Andre Vacheresse (Roanne),None
Basketball,France,Rouen,Kindarena (Rouen),"[49.448055158908524, 1.063174805631069]",Kindarena (Rouen),None
Basketball,France,Antibes,Azur Arena (Antibes)(Antibes),"[43.606071102156285, 7.076577808447146]",Azurarena Antibes (Antibes),None
Basketball,France,Gries-Souffel,Espace Sport La Forêt (Gries),"[48.756045414857304, 7.824080423065109]",Espace Sport La Forêt (Gries),ASA
Basketball,France,Hyères-Toulon,Palais des Sports de Toulon (Toulon),"[43.126101, 5.914918873218786]",Palais des Sports de Toulon (Toulon),Hyeres-Toulon
Basketball,France,Poitiers,Salle Saint-Éloi (Poitiers),"[46.59079, 0.38524649077041695]",Salle Saint-Éloi (Poitiers),None
Basketball,France,Boulazac,Le Palio (Boulazac),"[45.1838263, 0.760784620283868]",Le Palio (Boulazac),None
Basketball,France,Caen,Palais des Sports Caen la mer (Caen),"[49.1712762, -0.3851897260254161]",Palais des Sports Caen la mer (Caen),None
Basketball,France,Blois,Le Jeu de Paume (Blois),"[47.601457963937634, 1.32757443584695]",Jeu de Paume (Blois),Ada Blois
Basketball,France,Châlons-Reims,Reims Arena (Reims) / Palais des Sports Pierre de Coubertin (Chalons-en-Champagne),"[49.26423400304477, 4.032018668209055] / [48.962426984943875, 4.36509625804828]",Palais des Sports Pierre de Coubertin (Chalons-en-Champagne),Chalons-Reims
Basketball,France,Chartres,Le Colisée (Chartres),"[48.44768225, 1.478287376016684]",Le Colisee (Chartres),None
Basketball,France,Denain,Complexe Sportif Jean Degros (Denain),"[50.322753520710286, 3.398378239440301]",Salle Jean Degros (Denain),Denain-Voltaire
Basketball,France,Evreux,Salle Omnisports Jean Fourré (Évreux),"[49.02211789794344, 1.1391364947374862]",Centre Omnisports - Salle Jean Fourré (Évreux),None
Basketball,France,Fos-sur-Mer,Halle des Sports Parsemain (Fos-sur-Mer),"[43.46766327632139, 4.946475097592123]",Halle des Sports Parsemain (Fos-sur-Mer),None
Basketball,France,Orléans,CO'Met (Orléans),"[47.87163756554864, 1.9134339674490426]",CO'met (Orleans),Orleans
Basketball,France,Saint-Chamond-Andrezieux,Arena Saint-Etienne Métropole (Saint-Étienne),"[45.4581015, 4.487368467431698]",Arena Saint-Etienne Metropole (Saint-Étienne),St. Chamond
Basketball,France,Vichy,Palais des Sports Pierre-Coulon (Bellerive-sur-Allier),"[46.13883415, 3.406465765933116]",Palais des Sports Pierre Coulon (Vichy),962426984943875
Basketball,France,Pau-Lacq-Orthez,Palais des Sports de Pau (Pau),"[43.3344993, -0.3627183598257534]",Palais des Sports de Pau (Pau),Pau-Orthez
Basketball,France,Tours Métropole Basket,Halle Monconseil (Tours),"[47.420877700000005, 0.7004407943277319]",Gymnase Halle Monconseil (Tours),Tours
Basketball,France,Basket Landes W,Espace Francois Mitterrand (Mont-de-Marsan),"[43.897458150000006, -0.46475386949461694]",Espace Francois Mitterrand (Mont-de-Marsan),Landes W
Basketball,France,Bourges W,Palais des sports du Prado (Bourges),"[47.0827718, 2.3856779004865967]",Palais des sports du Prado (Bourges),None
Basketball,France,Charnay W,Salle Des Sports Principale (Charnay-lès-Mâcon),"[46.32480763772772, 4.742945059441621]",Le Cosec (Charnay-lès-Mâcon),Charnay Bourgogne Sud W
Basketball,France,Chartres W,Le Colisée (Chartres),"[48.44768225, 1.478287376016684]",Halle Jean-Cochet (Chartres),None
Basketball,France,Lattes Montpellier W,Palais des Sports (Lattes),"[43.5697394512704, 3.9000659149066546]",Palais des Sports de Lattes (Lattes),None
Basketball,France,Charleville-Mézières W,La GuinGuette Arena (Charleville-Mezieres),"[49.757432237509, 4.70691282457811]",Guinguette Arena (Charleville-Mezieres),Flammes Carolo W
Basketball,France,Villeneuve d'Ascq W,Le Palacium (Villeneuve d'Ascq),"[50.62715664553805, 3.1351657354909572]",Le Palacium (Villeneuve d'Ascq),ESB Villeneuve W
Basketball,France,Roche Vendée W,Salle des Oudairies (La Roche-sur-Yon),"[46.671091414935404, -1.4044135133084306]",Salle des Oudairies (La Roche-sur-Yon),La Roche W
Basketball,France,Tarbes Gespe Bigorre W,Palais des Sports Quai de l'Adour (Tarbes),"[43.23047410554192, 0.088067380203606]",Tarbes Palais des Sports (Tarbes),Tarbes GB W
Basketball,France,Angers W,Salle Jean Bouin (Évreux),"[47.45987188373943, -0.5314724808341368]",Stade Jean-Bouin (Évreux),None
Basketball,France,Landerneau W,La Cimenterie (Landerneau),"[48.44472735, -4.2631347204724905]",La Cimenterie (Landerneau),Landerneau Bretagne W
Basketball,France,Lyon W,Palais des Sports de Lyon Gerland (Lyon),"[45.72411038554518, 4.828264709448995]",Gymnase Mado Bonnet (Lyon),None
Basketball,France,Centre Fédéral de Basket-ball W,Complexe Nelson Paillou (Paris),"[48.83201467506852, 2.449221688533912]",Salle Marie Thérèse Eyquem (Paris),Centre Federal BB W
Basketball,France,Le Havre W,Salle des Docks Oceane (Le Havre),"[49.4912750673023, 0.131863781729344]",Salle des Docks Oceane (Le Havre),None
Basketball,France,Nice W,Salle Serge Leyrit (Nice),"[43.71492178229643, 7.291425977111834]",Salle Serge Leyrit (Nice) / None,Nice W
Basketball,France,Voiron W,Henri Chautard Gymnasium (Voiron),"[45.36044008819043, 5.593867828779019]",Henri Chautard Gymnasium (Voiron),Pays Voironnais W
Basketball,France,Toulouse W,Petit Palais des Sports (Toulouse),"[43.612971895719824, 1.4351175317616054]",Gymnase Compans Caffarelli (Toulouse),None
Basketball,France,Saint-Amand W,Salle Maurice Hugot (Saint-Amand-Les-Eau),"[50.45101029519882, 3.4340322547870397]",Salle Maurice Hugot (Saint-Amand-Les-Eau),Union Hainaut W
Basketball,France,Aulnoye W,Salle Nelson Mandela (Aulnoye-Aymeries),"[50.1967906, 3.8364145752802887]",Salle Nelson Mandela (Aulnoye-Aymeries),Aulnoye AS W
Basketball,France,Feytiat W,Salle Roger Couderc (Feytiat),"[45.8050814, 1.3263344]",Salle Roger Couderc (Feytiat),None
Basketball,France,Mondeville W,Halle des sports Pierre Beregovoy (Mondeville),"[49.17860458146799, -0.31728905214207725]",Halle des sports Pierre Beregovoy (Mondeville),None
Basketball,France,Montbrison W,Complexe André Dubruc (Montbrison),"[45.609053219701195, 4.059280943721078]",Gymnase Jean-Pierre Cherblanc (Montbrison),None
Basketball,France,USBD Alençon W,Gymnase Louvrier (Alençon),"[48.4227018, 0.08688305391560201]",Gymnase Louvrier (Alençon),USBD Alencon W
Basketball,Georgia,Viktor Sanikidze Basketball Academy,Digomi Arena (Tbilisi),"[41.79397818229871, 44.76077936304312]",Dighomi Sports Complex (Tbilisi),VSA
Basketball,Georgia,BC Batumi 2010,Batumi Sports Palace (Batumi),"[41.63277276966296, 41.6367138197117]",Sports School (Batumi),Batumi
Basketball,Georgia,Gagra Amra,Tbilisi Arena (Tbilisi),"[41.717963938975096, 44.72726199610305]",Olympic Palace (Tbilisi),Amra
